course_id,course_name,competency,category,level,delivery_mode,duration_hours,duration_weeks,max_participants,resource_types,prerequisites,certification_offered,start_date,end_date,status,num_qualified_trainers,primary_trainer_id,num_recommended_trainees,total_enrolled,completion_rate_percent,average_course_rating,average_assessment_pass_rate_percent,description
C1094,Master Class: Cyclone Warning,Cyclone warning,Cyclone Warning,Advanced,Hybrid,20,2,50,simulation; case study; quiz; video; live webinar,Basic understanding of Cyclone warning,False,2026-04-29,2026-05-13,completed,5,TRN20260108,6,8,79.5,3.5,81.6,Master Class: Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1095,Cyclone Warning Best Practices,Cyclone warning,Cyclone Warning,Beginner,Online,24,3,40,quiz; field exercise; simulation; live webinar; video,,False,2026-12-08,2026-12-29,upcoming,5,TRN20260108,4,40,95.4,4.5,67.8,"Cyclone Warning Best Practices equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1096,Foundations of Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Beginner,Offline,32,4,20,simulation; PDF; quiz; live webinar; lab exercise,,False,2026-07-05,2026-08-02,completed,5,TRN20260131,4,11,55.8,3.7,65.9,"Foundations of Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1097,Severe Weather Forecasting for New Recruits,Severe weather forecasting,Severe Weather Forecasting,Beginner,Hybrid,24,3,50,video; live webinar; PDF; quiz,,False,2026-09-14,2026-10-05,ongoing,5,TRN20260131,4,29,68.5,3.5,95.6,"Severe Weather Forecasting for New Recruits equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1098,Intermediate Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,32,4,30,simulation; PDF; field exercise; case study; quiz,,False,2026-08-10,2026-09-07,completed,5,TRN20260131,4,15,75.6,4.2,96.4,"Intermediate Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1099,Severe Weather Forecasting Certification Program,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,8,1,50,field exercise; lab exercise; case study; PDF; live webinar,Basic understanding of Severe weather forecasting,False,2026-12-23,2026-12-30,upcoming,5,TRN20260131,3,33,83.2,4.5,68.3,"Severe Weather Forecasting Certification Program equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1100,Severe Weather Forecasting: Tools and Applications,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,24,3,30,PDF; quiz; live webinar,Basic understanding of Severe weather forecasting,True,2026-06-01,2026-06-22,completed,5,TRN20260131,7,8,72.8,4.4,63.9,"Severe Weather Forecasting: Tools and Applications equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1102,Severe Weather Forecasting: Case Studies from Indian Meteorology,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,40,5,25,field exercise; simulation; lab exercise,Basic understanding of Severe weather forecasting,False,2026-11-10,2026-12-15,upcoming,5,TRN20260131,4,23,80.9,4.8,73.1,"Severe Weather Forecasting: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1103,Severe Weather Forecasting Workshop,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,12,2,50,quiz; PDF; video; case study,Basic understanding of Severe weather forecasting,False,2026-06-20,2026-07-04,completed,5,TRN20260131,4,26,89.0,4.2,89.5,"Severe Weather Forecasting Workshop equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1104,Severe Weather Forecasting in Operational Forecasting,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,40,5,40,live webinar; video; lab exercise; field exercise; PDF,,False,2026-09-07,2026-10-12,ongoing,5,TRN20260131,4,21,71.5,4.0,70.4,"Severe Weather Forecasting in Operational Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1105,Applied Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,24,3,50,quiz; live webinar; case study,Basic understanding of Severe weather forecasting,False,2026-08-21,2026-09-11,completed,5,TRN20260131,8,50,88.1,4.4,84.9,"Applied Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1106,Severe Weather Forecasting for Regional Centres,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,24,3,25,case study; lab exercise; PDF,Basic understanding of Severe weather forecasting,False,2026-12-17,2027-01-07,upcoming,5,TRN20260131,6,12,84.3,4.2,90.7,"Severe Weather Forecasting for Regional Centres equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1107,Severe Weather Forecasting for Field Officers,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,24,3,30,PDF; video; quiz,,False,2026-05-08,2026-05-29,completed,5,TRN20260131,7,19,60.0,3.5,82.7,"Severe Weather Forecasting for Field Officers equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1108,Severe Weather Forecasting: Core Concepts,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,40,5,20,case study; quiz; lab exercise; live webinar,Basic understanding of Severe weather forecasting,True,2026-09-15,2026-10-20,ongoing,5,TRN20260131,7,5,87.1,4.2,61.8,"Severe Weather Forecasting: Core Concepts equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1109,Practical Lab: Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,24,3,20,simulation; video; case study,Basic understanding of Severe weather forecasting,True,2026-12-24,2027-01-14,upcoming,5,TRN20260131,6,17,71.2,4.4,85.8,"Practical Lab: Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C111,Meteorological Instrumentation,Instrument calibration,Instrument Calibration,Beginner,Online,12,2,25,field exercise; case study; simulation; PDF; live webinar,,True,2026-06-02,2026-06-16,completed,5,TRN20260158,6,8,62.6,4.2,92.8,"Meteorological Instrumentation equips IMD personnel with the knowledge and skills required for installation, maintenance and calibration of meteorological observation instruments. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Instrument calibration' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1110,Severe Weather Forecasting for Decision Makers,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,32,4,30,case study; quiz; lab exercise,,True,2026-09-16,2026-10-14,ongoing,5,TRN20260131,7,18,77.9,4.6,69.7,"Severe Weather Forecasting for Decision Makers equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1111,Severe Weather Forecasting Essentials,Severe weather forecasting,Severe Weather Forecasting,Beginner,Offline,16,2,25,PDF; video; live webinar; lab exercise; field exercise,,True,2026-07-26,2026-08-09,completed,5,TRN20260131,4,6,74.2,4.3,94.0,"Severe Weather Forecasting Essentials equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1112,Severe Weather Forecasting Bootcamp,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,20,2,40,lab exercise; field exercise; video,Basic understanding of Severe weather forecasting,False,2026-07-22,2026-08-05,completed,5,TRN20260131,4,25,79.8,4.5,91.9,"Severe Weather Forecasting Bootcamp equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1113,Severe Weather Forecasting Best Practices,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,12,2,50,field exercise; case study; simulation,,False,2026-09-15,2026-09-29,ongoing,5,TRN20260131,3,45,84.2,4.1,61.8,"Severe Weather Forecasting Best Practices equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1114,Specialized Severe Weather Forecasting Training,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,40,5,50,field exercise; lab exercise; PDF; case study,Basic understanding of Severe weather forecasting,False,2026-10-20,2026-11-24,upcoming,5,TRN20260131,6,50,61.2,4.0,62.2,"Specialized Severe Weather Forecasting Training equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1116,Advanced Severe Weather Forecasting Techniques,Severe weather forecasting,Severe Weather Forecasting,Advanced,Online,40,5,20,lab exercise; simulation; PDF,Basic understanding of Severe weather forecasting,True,2026-10-12,2026-11-16,upcoming,5,TRN20260131,5,20,94.3,4.4,87.4,"Advanced Severe Weather Forecasting Techniques equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1117,Severe Weather Forecasting Capstone Project,Severe weather forecasting,Severe Weather Forecasting,Intermediate,Offline,24,3,30,field exercise; lab exercise; quiz; case study,Basic understanding of Severe weather forecasting,True,2026-09-02,2026-09-23,ongoing,5,TRN20260131,5,8,89.5,4.4,89.7,"Severe Weather Forecasting Capstone Project equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1118,Hands-on Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Advanced,Hybrid,16,2,30,video; quiz; PDF; live webinar,Basic understanding of Severe weather forecasting,False,2026-07-18,2026-08-01,completed,5,TRN20260131,3,23,86.0,3.7,67.7,"Hands-on Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1119,Introduction to Severe Weather Forecasting,Severe weather forecasting,Severe Weather Forecasting,Beginner,Online,24,3,25,live webinar; case study; lab exercise; simulation,,True,2026-04-30,2026-05-21,completed,5,TRN20260131,6,22,97.6,4.8,80.4,"Introduction to Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C112,Seismology Fundamentals,Seismology,Seismology,Beginner,Online,16,2,25,video; live webinar; simulation,,True,2026-08-01,2026-08-15,completed,5,TRN20260113,3,7,88.5,3.3,88.2,"Seismology Fundamentals equips IMD personnel with the knowledge and skills required for seismic monitoring, earthquake data interpretation and basic seismological network operations. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Seismology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1120,Introduction to Numerical Weather Prediction,Numerical weather prediction,Numerical Weather Prediction,Beginner,Offline,8,1,30,simulation; quiz; PDF; live webinar,,True,2026-06-18,2026-06-25,completed,5,TRN20260293,5,17,78.8,3.3,60.4,"Introduction to Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1122,Numerical Weather Prediction in Operational Forecasting,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,40,5,30,lab exercise; quiz; PDF,,False,2026-05-02,2026-06-06,completed,5,TRN20260293,8,17,87.5,3.4,98.6,"Numerical Weather Prediction in Operational Forecasting equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1124,Numerical Weather Prediction for Regional Centres,Numerical weather prediction,Numerical Weather Prediction,Advanced,Hybrid,8,1,50,lab exercise; live webinar; video; field exercise,Basic understanding of Numerical weather prediction,True,2026-08-08,2026-08-15,completed,5,TRN20260293,5,11,58.9,4.8,77.3,"Numerical Weather Prediction for Regional Centres equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1128,Numerical Weather Prediction Capstone Project,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,16,2,40,case study; simulation; field exercise; quiz; PDF,,True,2026-09-25,2026-10-09,upcoming,5,TRN20260293,6,20,69.0,3.7,90.6,"Numerical Weather Prediction Capstone Project equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1129,Numerical Weather Prediction Refresher Course,Numerical weather prediction,Numerical Weather Prediction,Intermediate,Offline,24,3,25,case study; live webinar; quiz; video; lab exercise,Basic understanding of Numerical weather prediction,True,2026-10-02,2026-10-23,upcoming,5,TRN20260293,8,12,65.9,3.5,76.5,"Numerical Weather Prediction Refresher Course equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C113,Marine Meteorology,Marine meteorology,Marine Meteorology,Beginner,Online,24,3,30,case study; live webinar; simulation; quiz,,True,2026-04-17,2026-05-08,completed,5,TRN20260213,4,22,74.1,3.4,78.4,"Marine Meteorology equips IMD personnel with the knowledge and skills required for marine weather forecasting, ocean-atmosphere interaction and ship/port warning services. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Marine meteorology' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1130,Numerical Weather Prediction for Decision Makers,Numerical weather prediction,Numerical Weather Prediction,Advanced,Hybrid,20,2,50,field exercise; quiz; simulation; lab exercise,Basic understanding of Numerical weather prediction,False,2026-10-13,2026-10-27,upcoming,5,TRN20260293,7,15,82.8,3.3,98.4,"Numerical Weather Prediction for Decision Makers equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1131,Numerical Weather Prediction Data Handling and Quality Control,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,40,5,40,video; simulation; case study,,True,2026-12-04,2027-01-08,upcoming,5,TRN20260293,4,28,71.8,4.5,83.0,"Numerical Weather Prediction Data Handling and Quality Control equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1132,Numerical Weather Prediction for Field Officers,Numerical weather prediction,Numerical Weather Prediction,Intermediate,Offline,16,2,20,PDF; case study; lab exercise; video,Basic understanding of Numerical weather prediction,True,2026-11-21,2026-12-05,upcoming,5,TRN20260293,3,15,74.6,3.6,78.8,"Numerical Weather Prediction for Field Officers equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1134,Practical Lab: Numerical Weather Prediction,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,12,2,40,case study; PDF; live webinar; lab exercise; quiz,,True,2026-04-24,2026-05-08,completed,5,TRN20260293,3,29,55.2,3.6,70.9,"Practical Lab: Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1136,Hands-on Numerical Weather Prediction,Numerical weather prediction,Numerical Weather Prediction,Advanced,Hybrid,40,5,30,PDF; live webinar; simulation; case study; video,Basic understanding of Numerical weather prediction,False,2027-01-11,2027-02-15,upcoming,5,TRN20260293,4,27,61.1,3.9,83.3,"Hands-on Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1139,Numerical Weather Prediction Certification Program,Numerical weather prediction,Numerical Weather Prediction,Advanced,Hybrid,24,3,20,live webinar; quiz; video; lab exercise,Basic understanding of Numerical weather prediction,True,2026-05-22,2026-06-12,completed,5,TRN20260293,7,13,70.0,4.6,77.1,"Numerical Weather Prediction Certification Program equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C114,Forecast Verification,Forecast verification,Forecast Verification,Beginner,Online,32,4,50,lab exercise; PDF; simulation,,False,2026-06-09,2026-07-07,completed,5,TRN20260176,5,40,86.8,3.6,90.9,"Forecast Verification equips IMD personnel with the knowledge and skills required for statistical and categorical verification methods for evaluating forecast skill. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Forecast verification' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1140,Numerical Weather Prediction Essentials,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,12,2,50,live webinar; field exercise; simulation; quiz; lab exercise,,False,2026-08-19,2026-09-02,completed,5,TRN20260293,4,39,67.1,4.1,72.6,"Numerical Weather Prediction Essentials equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1141,Advanced Numerical Weather Prediction Techniques,Numerical weather prediction,Numerical Weather Prediction,Advanced,Offline,24,3,30,PDF; simulation; lab exercise; video; case study,Basic understanding of Numerical weather prediction,True,2026-04-30,2026-05-21,completed,5,TRN20260293,8,23,82.2,4.3,74.6,"Advanced Numerical Weather Prediction Techniques equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1142,Numerical Weather Prediction: Tools and Applications,Numerical weather prediction,Numerical Weather Prediction,Advanced,Hybrid,20,2,50,quiz; live webinar; case study; lab exercise; simulation,Basic understanding of Numerical weather prediction,False,2026-12-01,2026-12-15,upcoming,5,TRN20260293,5,39,72.1,4.8,92.2,"Numerical Weather Prediction: Tools and Applications equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1143,Foundations of Numerical Weather Prediction,Numerical weather prediction,Numerical Weather Prediction,Beginner,Online,16,2,30,case study; quiz; lab exercise; simulation,,False,2026-05-29,2026-06-12,completed,5,TRN20260293,8,19,55.0,4.8,67.9,"Foundations of Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1145,Agromet Advisory: Case Studies from Indian Meteorology,Agromet advisory,Agromet Advisory,Advanced,Hybrid,8,1,20,PDF; quiz; live webinar,Basic understanding of Agromet advisory,True,2026-08-15,2026-08-22,completed,5,TRN20260131,6,7,65.7,4.2,88.1,Agromet Advisory: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for translating weather and climate information into actionable agromet advisories for farmers. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Agromet advisory' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C115,GIS for Meteorological Applications,GIS and geospatial analysis,GIS and Geospatial Analysis,Beginner,Online,12,2,50,live webinar; case study; quiz,,False,2026-11-29,2026-12-13,upcoming,5,TRN20260274,8,22,73.9,3.6,83.0,"GIS for Meteorological Applications equips IMD personnel with the knowledge and skills required for geospatial data handling, mapping and GIS tools for meteorological applications. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'GIS and geospatial analysis' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1150,Foundations of Agromet Advisory,Agromet advisory,Agromet Advisory,Beginner,Offline,32,4,20,simulation; case study; quiz,,True,2027-01-12,2027-02-09,upcoming,5,TRN20260131,7,15,89.7,3.7,62.5,"Foundations of Agromet Advisory equips IMD personnel with the knowledge and skills required for translating weather and climate information into actionable agromet advisories for farmers. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Agromet advisory' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
